n,inv_tau,tau,n_tau,bandwidth,reps,ow_bias,ow_rmse,ow_coverage,ow_coverage_mcse,rd_bias,rd_rmse,rd_coverage,rd_coverage_mcse
100000,10,0.1,10000.0,0.05,1000,0.13809393749898158,0.13886798029496344,0.0,0.0,-2.049232456558525,164.84879191072872,1.0,0.0
100000,10,0.1,10000.0,0.2,1000,0.13912785803639816,0.13982411336678321,0.0,0.0,-1.3397840117936428,34.561596301910534,0.996,0.0019959959919799443
100000,30,0.03333333333333333,3333.3333333333335,0.05,1000,0.04532702575662806,0.05172272733507216,0.536,0.015770351930125083,9.829609751712411,252.64603925582188,1.0,0.0
100000,30,0.03333333333333333,3333.3333333333335,0.2,1000,0.04474858870753384,0.05111401377623327,0.545,0.015747221977225064,-0.06888854271336531,0.15289263244621934,0.915,0.008819013550278736
100000,120,0.008333333333333333,833.3333333333334,0.05,1000,0.009739634654427176,0.05009468457015487,0.945,0.007209368904418752,-0.02582916188161921,0.26130588883551054,0.962,0.006046155803483734
100000,120,0.008333333333333333,833.3333333333334,0.2,1000,0.012677738493429791,0.04955649597167435,0.947,0.007084560677981384,-0.0038272171876101435,0.04426452759113067,0.94,0.007509993342207438
100000,1000,0.001,100.0,0.05,1000,-0.0021319382623790073,0.14084690254106813,0.951,0.006826346021115546,0.000447797117550941,0.07263380997192603,0.953,0.00669260786241059
100000,1000,0.001,100.0,0.2,1000,0.00031284857159685764,0.13845519536424672,0.956,0.006485676526007139,-0.001251841677147092,0.03183857386691138,0.957,0.006414904519944161
